Page Number,Lesson Number,Ex/Voc,Sing. / Perf.,Dual / Imperf.,Plural / Verbal N.,English Translations Singular Perfect,English Translations Dual Imperfect,English Translations Plural Verbal Noun,Verb Form,Part of Speech,Triliteral Root,Anki_ID,Usage Notes etc,Proofread
267,40,Vocabulary,أَضَاعَ,يُضِيعُ,إِضَاعَةٌ,to cause to be wasted,causes to be wasted,causing to be wasted,4,verb,,40-v-6,,
267,40,Vocabulary,آذَى,يُؤْذِي,إِيذَاءٌ,"to hurt, vex","hurts, vexes","hurting, vexing",4,verb,,40-v-7,,
267,40,Vocabulary,اِشْتَرَى,يَشْتَرِي,شِرَاءٌ,to buy,buys,buying,,verb,,40-v-8,,
267,40,Vocabulary,مَأْوًى,,,shelter,,,,noun,,40-v-9,,
267,40,Vocabulary,بَدَلٌ,,,exchange,,,,noun,,40-v-10,,
267,40,Vocabulary,ثَمَنٌ,,أَثْمَانٌ,"price, gain",,"prices, gains",,noun,,40-v-11,,
267,40,Vocabulary,خِيَارَةٌ,,,choice,,,,noun,,40-v-12,,
267,40,Vocabulary,مُرْتَفَقٌ,,,resting-place,,,,noun,,40-v-13,,
267,40,Vocabulary,مَسْجِدٌ,,مَسَاجِدُ,"mosque, place of prayer",,"mosques, places of prayer",,noun,,40-v-14,,checked against textbook
267,40,Vocabulary,سُلْطَانٌ,,,"authority, power",,,,noun,,40-v-15,,
267,40,Vocabulary,شَرَابٌ,,,drink,,,,noun,,40-v-16,,
267,40,Vocabulary,مَصِيرٌ,,,"course, journey’s end",,,,noun,,40-v-17,,
267,40,Vocabulary,فُسُوقٌ,,,dissoluteness,,,,noun,,40-v-18,,
267,40,Vocabulary,وَحْيٌ,,,inspiration,,,,noun,,40-v-19,,
